feature value,n_samples,precision,recall,fbeta
 Iran,14,0.3333333333333333,0.5,0.4
 Columbia,11,0.0,0.0,0.0
 Guatemala,10,0.0,0.0,0.0
 Portugal,8,0.0,0.0,0.0
 Puerto-Rico,23,0.5,1.0,0.6666666666666666
 Honduras,2,0.0,0.0,0.0
 England,23,0.6666666666666666,0.75,0.7058823529411765
 Germany,27,0.6666666666666666,0.8571428571428571,0.75
 Canada,24,0.6,0.42857142857142855,0.5
 Cambodia,2,0.0,0.0,0.0
 El-Salvador,22,1.0,1.0,1.0
 Cuba,15,1.0,0.3333333333333333,0.5
 Jamaica,18,1.0,0.6666666666666666,0.8
 Greece,9,0.8,1.0,0.888888888888889
 Hungary,4,0.0,0.0,0.0
 Dominican-Republic,17,0.0,0.0,0.0
 Hong,6,1.0,1.0,1.0
 Nicaragua,5,0.0,0.0,0.0
 France,6,1.0,0.75,0.8571428571428571
 Scotland,4,0.0,0.0,0.0
 Outlying-US(Guam-USVI-etc),4,0.0,0.0,0.0
 Trinadad&Tobago,2,0.5,1.0,0.6666666666666666
 Yugoslavia,2,1.0,1.0,1.0
 Ecuador,5,0.0,0.0,0.0
 Thailand,1,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Self-emp-not-inc,528,0.7475728155339806,0.5347222222222222,0.6234817813765182
 ?,362,0.42105263157894735,0.26666666666666666,0.326530612244898
 Private,4493,0.7275985663082437,0.6163967611336032,0.6673972602739725
 State-gov,289,0.7931034482758621,0.5411764705882353,0.6433566433566433
 Federal-gov,201,0.7833333333333333,0.6619718309859155,0.717557251908397
 Local-gov,414,0.7439024390243902,0.5596330275229358,0.6387434554973822
 Self-emp-inc,224,0.7419354838709677,0.7666666666666667,0.7540983606557377
 Never-worked,1,0.0,0.0,0.0
 Without-pay,1,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Masters,328,0.7630057803468208,0.8048780487804879,0.7833827893175074
 HS-grad,2075,0.6380090497737556,0.4208955223880597,0.5071942446043166
 Some-college,1510,0.6966824644549763,0.525,0.5987780040733198
 11th,221,0.0,0.0,0.0
 Assoc-acdm,227,0.625,0.5769230769230769,0.6
 10th,188,1.0,0.16666666666666666,0.2857142857142857
 12th,92,0.0,0.0,0.0
 Bachelors,1065,0.7745803357314148,0.6991341991341992,0.7349260523321957
 7th-8th,124,0.0,0.0,0.0
 Assoc-voc,273,0.6153846153846154,0.5079365079365079,0.5565217391304348
 Prof-school,109,0.8734177215189873,0.8846153846153846,0.8789808917197452
 9th,108,1.0,0.1111111111111111,0.19999999999999998
 Doctorate,92,0.8157894736842105,0.8985507246376812,0.8551724137931034
 5th-6th,65,1.0,0.25,0.4
 1st-4th,30,0.0,0.0,0.0
 Preschool,6,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Widowed,188,1.0,0.13333333333333333,0.23529411764705882
 Married-civ-spouse,2987,0.7221750212404418,0.6523407521105142,0.685483870967742
 Never-married,2156,0.8666666666666667,0.35454545454545455,0.503225806451613
 Divorced,887,0.8113207547169812,0.4174757281553398,0.5512820512820513
 Married-spouse-absent,89,1.0,0.5,0.6666666666666666
 Separated,201,1.0,0.2,0.33333333333333337
 Married-AF-spouse,5,1.0,1.0,1.0
feature value,n_samples,precision,recall,fbeta
 Other-service,688,0.8,0.14285714285714285,0.24242424242424243
 ?,363,0.42105263157894735,0.26666666666666666,0.326530612244898
 Transport-moving,322,0.5483870967741935,0.3617021276595745,0.43589743589743596
 Adm-clerical,761,0.6,0.47058823529411764,0.5274725274725275
 Protective-serv,131,0.7,0.4772727272727273,0.5675675675675677
 Craft-repair,789,0.6190476190476191,0.41935483870967744,0.5
 Machine-op-inspct,385,0.7083333333333334,0.3617021276595745,0.4788732394366197
 Handlers-cleaners,306,0.6,0.2857142857142857,0.3870967741935483
 Exec-managerial,779,0.7961432506887053,0.762532981530343,0.7789757412398922
 Tech-support,181,0.868421052631579,0.5238095238095238,0.6534653465346535
 Farming-fishing,210,0.7777777777777778,0.2413793103448276,0.368421052631579
 Prof-specialty,847,0.7878787878787878,0.7626666666666667,0.7750677506775068
 Sales,724,0.6793478260869565,0.6410256410256411,0.6596306068601584
 Priv-house-serv,26,1.0,1.0,1.0
 Armed-Forces,1,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Not-in-family,1648,0.8292682926829268,0.35602094240837695,0.49816849816849806
 Husband,2621,0.7234664070107109,0.6483420593368238,0.683847215830649
 Unmarried,680,0.9047619047619048,0.4634146341463415,0.6129032258064516
 Own-child,1067,1.0,0.2222222222222222,0.3636363636363636
 Other-relative,182,1.0,0.08333333333333333,0.15384615384615385
 Wife,315,0.7133333333333334,0.722972972972973,0.7181208053691276
feature value,n_samples,precision,recall,fbeta
 White,5520,0.7353689567430025,0.6210601719197708,0.6733980582524272
 Other,59,0.6666666666666666,0.4,0.5
 Black,652,0.7413793103448276,0.5,0.5972222222222222
 Asian-Pac-Islander,226,0.65,0.4727272727272727,0.5473684210526315
 Amer-Indian-Eskimo,56,0.6666666666666666,0.4,0.5
feature value,n_samples,precision,recall,fbeta
 Female,2143,0.743455497382199,0.5941422594142259,0.6604651162790698
 Male,4370,0.7307692307692307,0.6100917431192661,0.665
feature value,n_samples,precision,recall,fbeta
 United-States,5806,0.7419354838709677,0.6150598170302604,0.6725663716814159
 Puerto-Rico,23,1.0,1.0,1.0
 Columbia,16,0.0,0.0,0.0
 Germany,35,0.375,0.42857142857142855,0.39999999999999997
 Mexico,122,1.0,0.4,0.5714285714285715
 ?,129,0.6551724137931034,0.6129032258064516,0.6333333333333333
 Ecuador,4,1.0,0.5,0.6666666666666666
 Portugal,7,0.0,0.0,0.0
 El-Salvador,17,1.0,1.0,1.0
 Iran,12,0.75,0.6,0.6666666666666665
 Nicaragua,7,0.0,0.0,0.0
 Japan,12,1.0,0.4,0.5714285714285715
 Guatemala,7,0.0,0.0,0.0
 Canada,30,0.5833333333333334,0.7,0.6363636363636365
 Philippines,37,0.625,0.45454545454545453,0.5263157894736842
 Dominican-Republic,14,0.0,0.0,0.0
 Scotland,4,0.0,0.0,0.0
 Poland,20,0.0,0.0,0.0
 Trinadad&Tobago,6,0.0,0.0,0.0
 Italy,7,0.0,0.0,0.0
 Cuba,23,1.0,0.8571428571428571,0.923076923076923
 Hong,7,1.0,0.5,0.6666666666666666
 Jamaica,17,0.0,0.0,0.0
 India,20,0.4,0.2857142857142857,0.3333333333333333
 China,15,0.6666666666666666,0.6666666666666666,0.6666666666666666
 Yugoslavia,3,1.0,1.0,1.0
 Haiti,9,0.0,0.0,0.0
 Laos,6,0.0,0.0,0.0
 England,14,0.5,0.3333333333333333,0.4
 Vietnam,14,0.0,0.0,0.0
 Ireland,6,0.0,0.0,0.0
 Taiwan,8,0.6,1.0,0.7499999999999999
 Peru,9,0.0,0.0,0.0
 Cambodia,5,0.0,0.0,0.0
 France,7,0.75,1.0,0.8571428571428571
 South,14,0.6666666666666666,1.0,0.8
 Outlying-US(Guam-USVI-etc),5,0.0,0.0,0.0
 Greece,7,0.5,0.5,0.5
 Hungary,3,0.0,0.0,0.0
 Honduras,3,0.0,0.0,0.0
 Thailand,3,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Private,4433,0.7046263345195729,0.5945945945945946,0.6449511400651466
 Local-gov,454,0.7,0.6754385964912281,0.6875
 State-gov,270,0.75,0.6538461538461539,0.6986301369863015
 Federal-gov,208,0.726027397260274,0.6883116883116883,0.7066666666666667
 Self-emp-not-inc,550,0.6826923076923077,0.4930555555555556,0.5725806451612903
 Self-emp-inc,218,0.7394957983193278,0.7787610619469026,0.7586206896551726
 ?,376,0.6666666666666666,0.35555555555555557,0.46376811594202905
 Without-pay,3,0.0,0.0,0.0
 Never-worked,1,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Bachelors,1031,0.7296037296037297,0.7399527186761229,0.7347417840375586
 Assoc-voc,278,0.58,0.4084507042253521,0.47933884297520657
 Assoc-acdm,228,0.6511627906976745,0.49122807017543857,0.5599999999999999
 HS-grad,2063,0.5606694560669456,0.4024024024024024,0.4685314685314685
 11th,230,0.8333333333333334,0.3333333333333333,0.47619047619047616
 Some-college,1503,0.6807511737089202,0.48172757475083056,0.5642023346303502
 Doctorate,85,0.7887323943661971,0.875,0.8296296296296297
 Masters,322,0.7955801104972375,0.8135593220338984,0.8044692737430167
 7th-8th,148,0.75,0.42857142857142855,0.5454545454545454
 5th-6th,77,1.0,0.4,0.5714285714285715
 12th,91,1.0,0.16666666666666666,0.2857142857142857
 9th,107,1.0,0.2,0.33333333333333337
 10th,188,0.5,0.1111111111111111,0.1818181818181818
 Prof-school,121,0.8888888888888888,0.9361702127659575,0.9119170984455959
 Preschool,10,0.0,0.0,0.0
 1st-4th,31,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Married-civ-spouse,3007,0.6991150442477876,0.6548605877920121,0.6762645914396886
 Separated,197,0.8333333333333334,0.3333333333333333,0.47619047619047616
 Never-married,2091,0.8695652173913043,0.3883495145631068,0.5369127516778524
 Divorced,921,0.7567567567567568,0.29473684210526313,0.4242424242424242
 Widowed,211,1.0,0.2631578947368421,0.4166666666666667
 Married-spouse-absent,80,0.75,0.375,0.5
 Married-AF-spouse,6,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Sales,714,0.6566265060240963,0.5828877005347594,0.6175637393767706
 Craft-repair,824,0.5303030303030303,0.41420118343195267,0.46511627906976744
 Exec-managerial,800,0.781578947368421,0.7857142857142857,0.7836411609498681
 Farming-fishing,213,0.8181818181818182,0.36,0.5
 Adm-clerical,738,0.5760869565217391,0.4649122807017544,0.5145631067961165
 Transport-moving,333,0.5294117647058824,0.2647058823529412,0.35294117647058826
 Prof-specialty,808,0.7918918918918919,0.7670157068062827,0.7792553191489362
 Priv-house-serv,28,1.0,1.0,1.0
 Handlers-cleaners,269,0.8333333333333334,0.22727272727272727,0.35714285714285715
 Other-service,697,0.7272727272727273,0.2222222222222222,0.3404255319148936
 Protective-serv,149,0.5945945945945946,0.5238095238095238,0.5569620253164557
 ?,377,0.6666666666666666,0.35555555555555557,0.46376811594202905
 Machine-op-inspct,366,0.5384615384615384,0.2916666666666667,0.3783783783783784
 Tech-support,191,0.6862745098039216,0.660377358490566,0.6730769230769231
 Armed-Forces,6,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Husband,2651,0.6972972972972973,0.6626712328767124,0.6795434591747146
 Not-in-family,1608,0.8266666666666667,0.36257309941520466,0.5040650406504065
 Own-child,1028,1.0,0.25,0.4
 Wife,312,0.7076923076923077,0.6133333333333333,0.657142857142857
 Other-relative,199,1.0,0.1,0.18181818181818182
 Unmarried,715,0.8,0.3137254901960784,0.45070422535211263
feature value,n_samples,precision,recall,fbeta
 White,5568,0.7023026315789473,0.6078291814946619,0.6516596718809614
 Black,590,0.875,0.5697674418604651,0.6901408450704225
 Asian-Pac-Islander,224,0.6896551724137931,0.5970149253731343,0.64
 Other,54,0.6666666666666666,0.6666666666666666,0.6666666666666666
 Amer-Indian-Eskimo,77,0.625,0.5555555555555556,0.5882352941176471
feature value,n_samples,precision,recall,fbeta
 Male,4393,0.7047781569965871,0.6229260935143288,0.6613290632506006
 Female,2120,0.7337278106508875,0.5081967213114754,0.6004842615012106
feature value,n_samples,precision,recall,fbeta
 United-States,5806,0.7057356608478803,0.6021276595744681,0.6498277841561424
 Philippines,40,0.6666666666666666,0.6666666666666666,0.6666666666666666
 England,22,0.6666666666666666,0.5,0.5714285714285715
 Puerto-Rico,21,1.0,1.0,1.0
 Jamaica,15,0.6666666666666666,1.0,0.8
 Mexico,129,0.75,0.2727272727272727,0.39999999999999997
 Canada,31,0.625,0.8333333333333334,0.7142857142857143
 ?,132,0.7878787878787878,0.7878787878787878,0.7878787878787878
 Japan,15,0.8333333333333334,0.7142857142857143,0.7692307692307692
 India,26,0.6,0.6923076923076923,0.6428571428571429
 Italy,13,1.0,0.4,0.5714285714285715
 Cambodia,6,0.5,0.5,0.5
 South,15,0.3333333333333333,1.0,0.5
 Cuba,17,1.0,0.5,0.6666666666666666
 Germany,23,0.8,0.4444444444444444,0.5714285714285714
 Vietnam,17,0.0,0.0,0.0
 Guatemala,9,0.0,0.0,0.0
 Taiwan,18,1.0,0.75,0.8571428571428571
 Portugal,4,0.0,0.0,0.0
 Yugoslavia,8,0.5,0.5,0.5
 Haiti,9,0.0,0.0,0.0
 France,8,0.6666666666666666,0.5,0.5714285714285715
 El-Salvador,17,1.0,1.0,1.0
 Nicaragua,8,1.0,0.5,0.6666666666666666
 Laos,5,1.0,1.0,1.0
 China,10,0.0,0.0,0.0
 Iran,11,0.6666666666666666,0.6666666666666666,0.6666666666666666
 Columbia,9,1.0,1.0,1.0
 Hungary,4,0.5,1.0,0.6666666666666666
 Ireland,6,0.0,0.0,0.0
 Dominican-Republic,16,0.0,0.0,0.0
 Scotland,1,0.0,0.0,0.0
 Ecuador,6,1.0,1.0,1.0
 Outlying-US(Guam-USVI-etc),4,0.0,0.0,0.0
 Hong,3,1.0,1.0,1.0
 Greece,7,0.6666666666666666,1.0,0.8
 Honduras,7,1.0,1.0,1.0
 Thailand,3,0.0,0.0,0.0
 Poland,9,1.0,0.75,0.8571428571428571
 Trinadad&Tobago,2,0.0,0.0,0.0
 Peru,1,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Private,4600,0.7200504413619168,0.5935550935550935,0.6507122507122508
 Self-emp-not-inc,507,0.6610169491525424,0.5693430656934306,0.6117647058823529
 State-gov,243,0.7575757575757576,0.704225352112676,0.7299270072992701
 Self-emp-inc,203,0.7297297297297297,0.7641509433962265,0.7465437788018433
 ?,345,0.7619047619047619,0.41025641025641024,0.5333333333333333
 Local-gov,413,0.6764705882352942,0.6509433962264151,0.6634615384615384
 Federal-gov,196,0.7727272727272727,0.6986301369863014,0.7338129496402879
 Without-pay,4,0.0,0.0,0.0
 Never-worked,2,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Assoc-voc,288,0.5952380952380952,0.390625,0.4716981132075472
 HS-grad,2123,0.5753424657534246,0.39009287925696595,0.4649446494464945
 Prof-school,105,0.9113924050632911,0.9113924050632911,0.9113924050632911
 Bachelors,1026,0.7129411764705882,0.7593984962406015,0.7354368932038835
 Doctorate,97,0.7901234567901234,0.9411764705882353,0.8590604026845637
 Some-college,1454,0.7134831460674157,0.48659003831417624,0.5785876993166287
 Assoc-acdm,203,0.66,0.55,0.6000000000000001
 7th-8th,126,0.0,0.0,0.0
 Masters,347,0.8172043010752689,0.8,0.8085106382978724
 10th,181,1.0,0.2,0.33333333333333337
 11th,238,1.0,0.3076923076923077,0.47058823529411764
 5th-6th,71,1.0,0.3333333333333333,0.5
 12th,97,0.8333333333333334,0.625,0.7142857142857143
 9th,107,1.0,0.2857142857142857,0.4444444444444445
 1st-4th,36,0.0,0.0,0.0
 Preschool,14,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Never-married,2159,0.6727272727272727,0.44047619047619047,0.5323741007194245
 Separated,195,1.0,0.45454545454545453,0.625
 Married-civ-spouse,2894,0.7131849315068494,0.6543597800471328,0.6825071691929538
 Divorced,951,0.8205128205128205,0.3404255319148936,0.48120300751879697
 Widowed,217,0.8333333333333334,0.22727272727272727,0.35714285714285715
 Married-spouse-absent,92,1.0,0.42857142857142855,0.6
 Married-AF-spouse,5,1.0,0.3333333333333333,0.5
feature value,n_samples,precision,recall,fbeta
 Exec-managerial,786,0.7717391304347826,0.7717391304347826,0.7717391304347826
 Adm-clerical,768,0.578125,0.3978494623655914,0.47133757961783435
 Prof-specialty,823,0.760989010989011,0.7737430167597765,0.7673130193905816
 Farming-fishing,201,0.6923076923076923,0.3103448275862069,0.4285714285714286
 Tech-support,186,0.7272727272727273,0.6666666666666666,0.6956521739130435
 Handlers-cleaners,280,0.8571428571428571,0.5454545454545454,0.6666666666666665
 Other-service,666,0.7777777777777778,0.2413793103448276,0.368421052631579
 Craft-repair,845,0.6165413533834586,0.4385026737967914,0.5124999999999998
 Sales,749,0.6529411764705882,0.6032608695652174,0.6271186440677966
 Machine-op-inspct,402,0.5714285714285714,0.37209302325581395,0.45070422535211263
 Transport-moving,321,0.7272727272727273,0.3380281690140845,0.4615384615384615
 ?,347,0.7619047619047619,0.41025641025641024,0.5333333333333333
 Protective-serv,108,0.6363636363636364,0.42424242424242425,0.5090909090909091
 Priv-house-serv,29,0.0,0.0,0.0
 Armed-Forces,2,1.0,1.0,1.0
feature value,n_samples,precision,recall,fbeta
 Not-in-family,1705,0.7441860465116279,0.3950617283950617,0.5161290322580645
 Husband,2524,0.7166344294003868,0.6592526690391459,0.6867469879518073
 Own-child,1018,0.6,0.25,0.35294117647058826
 Wife,317,0.6870229007633588,0.6293706293706294,0.656934306569343
 Unmarried,737,0.9411764705882353,0.34782608695652173,0.5079365079365079
 Other-relative,212,0.5,0.2857142857142857,0.36363636363636365
feature value,n_samples,precision,recall,fbeta
 Black,612,0.7708333333333334,0.4567901234567901,0.5736434108527132
 White,5557,0.7185374149659864,0.6259259259259259,0.6690419635787808
 Asian-Pac-Islander,220,0.6666666666666666,0.5818181818181818,0.6213592233009707
 Other,63,0.0,0.0,0.0
 Amer-Indian-Eskimo,61,0.5,0.3333333333333333,0.4
feature value,n_samples,precision,recall,fbeta
 Female,2213,0.7023809523809523,0.5267857142857143,0.6020408163265306
 Male,4300,0.7195671776375113,0.6283464566929133,0.6708701134930642
feature value,n_samples,precision,recall,fbeta
 United-States,5822,0.7196581196581197,0.6191176470588236,0.6656126482213438
 Puerto-Rico,23,0.5,1.0,0.6666666666666666
 ?,121,0.7619047619047619,0.5714285714285714,0.6530612244897959
 El-Salvador,22,1.0,0.6666666666666666,0.8
 Taiwan,11,0.6666666666666666,0.8,0.7272727272727272
 Poland,14,1.0,1.0,1.0
 Philippines,41,0.5555555555555556,0.45454545454545453,0.5
 Mexico,133,0.5,0.5,0.5
 India,26,0.6666666666666666,0.6153846153846154,0.64
 Yugoslavia,5,0.5,1.0,0.6666666666666666
 Vietnam,17,1.0,0.5,0.6666666666666666
 Canada,28,0.625,0.5,0.5555555555555556
 Iran,12,0.6666666666666666,0.8,0.7272727272727272
 Cuba,22,0.8,0.4444444444444444,0.5714285714285714
 France,7,0.75,1.0,0.8571428571428571
 Japan,9,0.6666666666666666,0.6666666666666666,0.6666666666666666
 South,12,0.3333333333333333,0.5,0.4
 China,17,0.75,1.0,0.8571428571428571
 Dominican-Republic,12,0.0,0.0,0.0
 Italy,13,1.0,0.25,0.4
 Cambodia,7,0.0,0.0,0.0
 Nicaragua,6,1.0,1.0,1.0
 Greece,5,0.0,0.0,0.0
 Haiti,5,0.0,0.0,0.0
 Ireland,1,0.0,0.0,0.0
 Ecuador,4,0.0,0.0,0.0
 Scotland,5,0.0,0.0,0.0
 Thailand,4,1.0,1.0,1.0
 Germany,32,0.6666666666666666,0.2222222222222222,0.3333333333333333
 Peru,6,0.0,0.0,0.0
 England,17,0.8333333333333334,0.8333333333333334,0.8333333333333334
 Guatemala,11,0.0,0.0,0.0
 Portugal,4,0.0,0.0,0.0
 Jamaica,18,0.0,0.0,0.0
 Columbia,15,1.0,1.0,1.0
 Laos,2,0.0,0.0,0.0
 Trinadad&Tobago,2,0.0,0.0,0.0
 Hungary,1,0.0,0.0,0.0
 Hong,1,1.0,1.0,1.0
